"","X","CustomerID","TransactionDate","Amount","ProductCategory","Month_Yr","Yr","Month","Day"
"3099",3128,1538,2024-04-18,303.83,"Specialty Suite","2024-04","2024","04","18"
"3100",3129,4931,2022-03-22,391.67,"Specialty Suite","2022-03","2022","03","22"
"3101",3130,5802,2023-05-13,421.98,"Suite","2023-05","2023","05","13"
"3102",3131,1226,2020-12-21,448.84,"Suite","2020-12","0021","12","20"
"3103",3132,3874,2023-08-31,369.19,"Specialty Suite","2023-08","2023","08","31"
"3104",3133,5032,2023-09-05,378.18,"Specialty Suite","2023-09","2023","09","05"
"3105",3134,2470,2022-04-17,361.85,"Standard","2022-04","2022","04","17"
"3106",3135,3503,2023-10-05,399.34,"Premier","2023-10","2023","10","05"
"3107",3136,914,2024-01-19,333.71,"Specialty Suite","2024-01","2024","01","19"
"3108",3137,3019,2022-06-29,366.26,"Specialty Suite","2022-06","2022","06","29"
"3109",3138,590,2022-04-24,202.07,"Specialty Suite","2022-04","2022","04","24"
"3110",3139,1402,2022-03-09,272.04,"Standard","2022-03","2022","03","09"
"3111",3140,3355,2024-01-05,346.6,"Premier","2024-01","2024","01","05"
"3112",3141,2560,2023-11-19,306.59,"Specialty Suite","2023-11","2023","11","19"
"3113",3142,3140,2022-05-04,356.52,"Premier","2022-05","2022","05","04"
"3114",3143,350,2022-06-04,249.72,"Premier","2022-06","2022","06","04"
"3115",3144,1671,2022-08-31,347.71,"Premier","2022-08","2022","08","31"
"3116",3145,2355,2022-10-26,374.35,"Standard","2022-10","2022","10","26"
"3117",3146,2661,2023-10-20,495.53,"Premier","2023-10","2023","10","20"
"3118",3147,6428,2022-09-28,206.28,"Specialty Suite","2022-09","2022","09","28"
"3119",3148,5479,2022-10-30,407.53,"Suite","2022-10","2022","10","30"
"3120",3149,3096,2023-11-26,464.36,"Specialty Suite","2023-11","2023","11","26"
"3121",3150,4510,2022-04-26,325.07,"Specialty Suite","2022-04","2022","04","26"
"3122",3151,7329,2024-04-14,391.63,"Specialty Suite","2024-04","2024","04","14"
"3123",3152,6263,2023-05-08,494.61,"Specialty Suite","2023-05","2023","05","08"
"3124",3153,6692,2022-04-07,317.86,"Standard","2022-04","2022","04","07"
"3125",3154,2080,2024-02-28,384.93,"Premier","2024-02","2024","02","28"
"3126",3155,7749,2024-06-15,345.44,"Suite","2024-06","2024","06","15"
"3127",3156,6244,2023-05-11,361.06,"Suite","2023-05","2023","05","11"
"3128",3157,4368,2022-04-22,188.78,"Specialty Suite","2022-04","2022","04","22"
"3129",3158,2346,2023-10-05,338.19,"Premier","2023-10","2023","10","05"
"3130",3159,250,2024-06-20,534.33,"Suite","2024-06","2024","06","20"
"3131",3160,4486,2022-08-06,399.95,"Standard","2022-08","2022","08","06"
"3132",3161,1338,2023-10-07,402.38,"Suite","2023-10","2023","10","07"
"3133",3162,2336,2023-05-22,387.57,"Specialty Suite","2023-05","2023","05","22"
"3134",3163,2064,2022-05-04,450.63,"Suite","2022-05","2022","05","04"
"3135",3164,5727,2022-11-08,301.67,"Specialty Suite","2022-11","2022","11","08"
"3136",3165,2319,2022-09-26,462.51,"Specialty Suite","2022-09","2022","09","26"
"3137",3166,7583,2022-02-18,383.83,"Specialty Suite","2022-02","2022","02","18"
"3138",3167,4588,2022-03-19,426.5,"Suite","2022-03","2022","03","19"
"3139",3168,1716,2024-07-03,213.96,"Specialty Suite","2024-07","2024","07","03"
"3140",3169,6187,2024-02-05,318.68,"Specialty Suite","2024-02","2024","02","05"
"3141",3170,3970,2022-07-22,370.12,"Premier","2022-07","2022","07","22"
"3142",3171,7290,2023-03-26,369.55,"Premier","2023-03","2023","03","26"
"3143",3172,5671,2020-07-26,379.58,"Suite","2020-07","0026","07","20"
"3144",3173,6460,2023-11-19,398.64,"Suite","2023-11","2023","11","19"
"3145",3174,2951,2022-02-01,458.3,"Specialty Suite","2022-02","2022","02","01"
"3146",3175,4543,2023-05-22,452.51,"Suite","2023-05","2023","05","22"
"3147",3176,369,2020-05-20,368.34,"Premier","2020-05","0020","05","20"
"3148",3177,6557,2022-10-10,389.51,"Premier","2022-10","2022","10","10"
"3149",3178,4423,2023-03-16,217.45,"Specialty Suite","2023-03","2023","03","16"
"3150",3179,1334,2023-02-21,368.76,"Premier","2023-02","2023","02","21"
"3151",3180,4335,2024-05-04,435.58,"Suite","2024-05","2024","05","04"
"3152",3181,6357,2023-07-15,318.92,"Specialty Suite","2023-07","2023","07","15"
"3153",3182,2948,2024-01-22,410.48,"Premier","2024-01","2024","01","22"
"3154",3183,173,2024-01-29,424.12,"Standard","2024-01","2024","01","29"
"3155",3184,5605,2023-01-17,302.85,"Premier","2023-01","2023","01","17"
"3156",3185,2113,2022-03-12,435.19,"Standard","2022-03","2022","03","12"
"3157",3186,1919,2022-08-08,269.14,"Standard","2022-08","2022","08","08"
"3158",3187,2050,2023-11-23,446.15,"Suite","2023-11","2023","11","23"
"3159",3188,804,2024-06-25,439.72,"Standard","2024-06","2024","06","25"
"3160",3189,933,2023-06-14,332.98,"Specialty Suite","2023-06","2023","06","14"
"3161",3190,831,2024-01-16,354.61,"Premier","2024-01","2024","01","16"
"3162",3191,5827,2022-11-19,314.85,"Standard","2022-11","2022","11","19"
"3163",3192,4730,2022-01-18,316.23,"Premier","2022-01","2022","01","18"
"3164",3193,5689,2023-05-26,246.93,"Specialty Suite","2023-05","2023","05","26"
"3165",3194,5964,2022-05-28,451.11,"Specialty Suite","2022-05","2022","05","28"
"3166",3195,3883,2022-05-01,381.98,"Specialty Suite","2022-05","2022","05","01"
"3167",3196,1312,2023-03-03,514.55,"Premier","2023-03","2023","03","03"
"3168",3197,5200,2024-01-05,265.57,"Premier","2024-01","2024","01","05"
"3169",3198,3946,2022-01-17,371.03,"Premier","2022-01","2022","01","17"
"3170",3199,816,2024-02-26,479.39,"Suite","2024-02","2024","02","26"
"3171",3200,4756,2023-01-06,255.57,"Specialty Suite","2023-01","2023","01","06"
"3172",3201,2789,2024-04-21,352.02,"Standard","2024-04","2024","04","21"
"3173",3202,1075,2022-04-09,252.68,"Premier","2022-04","2022","04","09"
"3174",3203,507,2022-07-13,283.91,"Specialty Suite","2022-07","2022","07","13"
"3175",3204,4993,2023-07-29,380.38,"Specialty Suite","2023-07","2023","07","29"
"3176",3205,7747,2022-05-17,302.09,"Specialty Suite","2022-05","2022","05","17"
"3177",3207,2546,2023-04-15,334.83,"Specialty Suite","2023-04","2023","04","15"
"3178",3208,4782,2023-01-19,330,"Premier","2023-01","2023","01","19"
"3179",3209,4486,2024-07-12,263.27,"Standard","2024-07","2024","07","12"
"3180",3210,1501,2022-02-01,361.04,"Standard","2022-02","2022","02","01"
"3181",3211,6146,2023-04-12,315.88,"Specialty Suite","2023-04","2023","04","12"
"3182",3212,110,2023-08-26,412.1,"Suite","2023-08","2023","08","26"
"3183",3213,7699,2023-07-27,366.13,"Standard","2023-07","2023","07","27"
"3184",3214,3924,2023-04-09,302.48,"Suite","2023-04","2023","04","09"
"3185",3215,1827,2022-03-30,344.86,"Standard","2022-03","2022","03","30"
"3186",3216,5480,2023-09-19,392.68,"Specialty Suite","2023-09","2023","09","19"
"3187",3217,3977,2023-04-02,335.23,"Standard","2023-04","2023","04","02"
"3188",3218,683,2024-01-26,368.31,"Suite","2024-01","2024","01","26"
"3189",3219,6741,2023-09-05,415.85,"Specialty Suite","2023-09","2023","09","05"
"3190",3220,4861,2022-12-27,457.55,"Specialty Suite","2022-12","2022","12","27"
"3191",3221,4487,2022-06-19,370.74,"Suite","2022-06","2022","06","19"
"3192",3222,5800,2022-04-21,352.09,"Premier","2022-04","2022","04","21"
"3193",3223,5462,2024-04-24,368.13,"Standard","2024-04","2024","04","24"
"3194",3224,4131,2022-02-18,374.9,"Premier","2022-02","2022","02","18"
"3195",3225,835,2020-07-25,409.87,"Specialty Suite","2020-07","0025","07","20"
"3196",3226,3395,2023-06-19,329.97,"Suite","2023-06","2023","06","19"
"3197",3227,6968,2023-06-29,480.08,"Standard","2023-06","2023","06","29"
"3198",3228,2589,2024-02-18,338.41,"Specialty Suite","2024-02","2024","02","18"
"3199",3229,1366,2024-02-24,487.18,"Specialty Suite","2024-02","2024","02","24"
"3200",3230,5322,2024-03-26,397.22,"Premier","2024-03","2024","03","26"
"3201",3231,4232,2023-03-16,355,"Premier","2023-03","2023","03","16"
"3202",3232,1354,2024-07-13,440.73,"Suite","2024-07","2024","07","13"
"3203",3233,162,2022-07-14,295.55,"Premier","2022-07","2022","07","14"
"3204",3234,5775,2023-11-28,411.29,"Specialty Suite","2023-11","2023","11","28"
"3205",3235,168,2022-10-23,196,"Standard","2022-10","2022","10","23"
"3206",3236,2811,2022-02-04,323.69,"Premier","2022-02","2022","02","04"
"3207",3237,431,2023-06-15,377,"Standard","2023-06","2023","06","15"
"3208",3238,2071,2022-12-14,300.91,"Premier","2022-12","2022","12","14"
"3209",3239,6972,2024-04-20,386.73,"Specialty Suite","2024-04","2024","04","20"
"3210",3240,6448,2023-10-22,420.76,"Specialty Suite","2023-10","2023","10","22"
"3211",3241,168,2023-12-20,326.88,"Specialty Suite","2023-12","2023","12","20"
"3212",3242,5809,2023-06-02,416.16,"Specialty Suite","2023-06","2023","06","02"
"3213",3243,6474,2024-07-10,432.62,"Suite","2024-07","2024","07","10"
"3214",3244,6432,2022-12-31,385.04,"Premier","2022-12","2022","12","31"
"3215",3245,5286,2023-03-19,347.28,"Premier","2023-03","2023","03","19"
"3216",3246,1559,2022-05-06,464.49,"Specialty Suite","2022-05","2022","05","06"
"3217",3247,6024,2022-05-01,145.36,"Standard","2022-05","2022","05","01"
"3218",3248,1328,2022-02-11,410.94,"Specialty Suite","2022-02","2022","02","11"
"3219",3249,4706,2022-08-19,346.68,"Suite","2022-08","2022","08","19"
"3220",3250,5707,2022-11-19,349.59,"Standard","2022-11","2022","11","19"
"3221",3251,127,2023-12-16,287.5,"Standard","2023-12","2023","12","16"
"3222",3252,7294,2024-06-15,456.08,"Specialty Suite","2024-06","2024","06","15"
"3223",3253,3973,2024-02-22,408.01,"Suite","2024-02","2024","02","22"
"3224",3254,394,2022-04-02,217.36,"Premier","2022-04","2022","04","02"
"3225",3255,903,2023-10-08,423.1,"Suite","2023-10","2023","10","08"
"3226",3256,4137,2023-01-30,374.07,"Premier","2023-01","2023","01","30"
"3227",3257,7449,2023-08-24,340.47,"Specialty Suite","2023-08","2023","08","24"
"3228",3258,4939,2022-08-16,419.65,"Standard","2022-08","2022","08","16"
"3229",3259,7766,2024-05-11,443.69,"Suite","2024-05","2024","05","11"
"3230",3260,6286,2023-05-22,522.24,"Suite","2023-05","2023","05","22"
"3231",3261,2766,2023-07-17,507.29,"Suite","2023-07","2023","07","17"
"3232",3262,1144,2024-07-07,475.49,"Premier","2024-07","2024","07","07"
"3233",3263,6268,2023-05-07,472.61,"Suite","2023-05","2023","05","07"
"3234",3264,6339,2023-05-30,214.03,"Specialty Suite","2023-05","2023","05","30"
"3235",3265,5150,2023-12-01,458.82,"Suite","2023-12","2023","12","01"
"3236",3266,5226,2024-06-29,445.06,"Suite","2024-06","2024","06","29"
"3237",3267,2265,2024-01-10,319.22,"Standard","2024-01","2024","01","10"
"3238",3268,118,2023-12-17,332.59,"Premier","2023-12","2023","12","17"
"3239",3269,4449,2023-06-02,474.11,"Specialty Suite","2023-06","2023","06","02"
"3240",3270,3862,2024-01-20,366.73,"Suite","2024-01","2024","01","20"
"3241",3271,5582,2022-08-19,355.78,"Standard","2022-08","2022","08","19"
"3242",3272,5676,2023-06-15,260.55,"Specialty Suite","2023-06","2023","06","15"
"3243",3273,5956,2022-08-23,269.77,"Specialty Suite","2022-08","2022","08","23"
"3244",3274,5118,2024-04-11,400.37,"Suite","2024-04","2024","04","11"
"3245",3275,3658,2022-10-26,454,"Suite","2022-10","2022","10","26"
"3246",3276,5876,2024-01-07,415.64,"Suite","2024-01","2024","01","07"
"3247",3277,7446,2020-09-08,382.73,"Specialty Suite","2020-09","0008","09","20"
"3248",3278,6360,2022-08-30,318.73,"Standard","2022-08","2022","08","30"
"3249",3279,5493,2024-01-26,413.8,"Specialty Suite","2024-01","2024","01","26"
"3250",3280,5166,2022-02-18,409.77,"Suite","2022-02","2022","02","18"
"3251",3281,1170,2020-10-06,346.84,"Suite","2020-10","0006","10","20"
"3252",3282,1613,2023-12-11,351.99,"Specialty Suite","2023-12","2023","12","11"
"3253",3283,5618,2023-10-23,369.11,"Standard","2023-10","2023","10","23"
"3254",3284,821,2024-06-20,391.91,"Standard","2024-06","2024","06","20"
"3255",3285,2451,2024-04-14,269.12,"Standard","2024-04","2024","04","14"
"3256",3286,4958,2020-01-09,506.33,"Suite","2020-01","0009","01","20"
"3257",3287,7330,2022-10-04,286.82,"Premier","2022-10","2022","10","04"
"3258",3288,2848,2022-02-27,318.47,"Specialty Suite","2022-02","2022","02","27"
"3259",3289,3416,2022-08-25,527.99,"Specialty Suite","2022-08","2022","08","25"
"3260",3290,198,2022-05-12,491.76,"Specialty Suite","2022-05","2022","05","12"
"3261",3291,3207,2022-08-28,321.32,"Standard","2022-08","2022","08","28"
"3262",3292,1028,2023-01-09,306.45,"Premier","2023-01","2023","01","09"
"3263",3293,3512,2020-11-11,384.84,"Specialty Suite","2020-11","0011","11","20"
"3264",3294,3207,2023-05-15,351.04,"Specialty Suite","2023-05","2023","05","15"
"3265",3295,5243,2022-09-13,407.32,"Suite","2022-09","2022","09","13"
"3266",3296,6413,2024-03-15,308.06,"Standard","2024-03","2024","03","15"
"3267",3297,4126,2024-06-22,422.14,"Suite","2024-06","2024","06","22"
"3268",3298,5038,2023-02-16,417.27,"Suite","2023-02","2023","02","16"
"3269",3299,4684,2023-08-30,449.8,"Suite","2023-08","2023","08","30"
"3270",3300,6832,2023-04-06,338.85,"Suite","2023-04","2023","04","06"
"3271",3301,637,2023-05-13,325.1,"Specialty Suite","2023-05","2023","05","13"
"3272",3302,5764,2023-07-13,355.84,"Premier","2023-07","2023","07","13"
"3273",3303,1903,2024-01-11,363.21,"Premier","2024-01","2024","01","11"
"3274",3304,5927,2024-07-05,400.61,"Suite","2024-07","2024","07","05"
"3275",3305,3316,2022-06-09,319.03,"Specialty Suite","2022-06","2022","06","09"
"3276",3306,3986,2022-09-25,347.33,"Standard","2022-09","2022","09","25"
"3277",3307,775,2022-06-12,388.9,"Premier","2022-06","2022","06","12"
"3278",3308,5184,2022-01-29,221.69,"Suite","2022-01","2022","01","29"
"3279",3309,6994,2022-03-17,393.21,"Specialty Suite","2022-03","2022","03","17"
"3280",3310,5071,2024-01-28,385.83,"Premier","2024-01","2024","01","28"
"3281",3311,7231,2022-10-25,476.08,"Specialty Suite","2022-10","2022","10","25"
"3282",3312,4917,2023-02-23,354.82,"Premier","2023-02","2023","02","23"
"3283",3313,2898,2023-08-16,328.79,"Premier","2023-08","2023","08","16"
"3284",3314,578,2020-10-11,497.45,"Specialty Suite","2020-10","0011","10","20"
"3285",3315,5260,2024-03-25,407.39,"Premier","2024-03","2024","03","25"
"3286",3316,1491,2022-08-18,354.88,"Suite","2022-08","2022","08","18"
"3287",3317,7263,2023-12-29,357.33,"Standard","2023-12","2023","12","29"
"3288",3318,4948,2022-02-17,423.06,"Specialty Suite","2022-02","2022","02","17"
"3289",3319,7534,2022-08-06,316.07,"Specialty Suite","2022-08","2022","08","06"
"3290",3320,5117,2022-10-04,354.05,"Specialty Suite","2022-10","2022","10","04"
"3291",3321,4465,2024-06-27,401.88,"Suite","2024-06","2024","06","27"
"3292",3322,5099,2022-08-15,372.87,"Standard","2022-08","2022","08","15"
"3293",3323,2377,2023-04-29,365.82,"Standard","2023-04","2023","04","29"
"3294",3324,1615,2023-01-12,301.22,"Suite","2023-01","2023","01","12"
"3295",3325,5772,2024-04-28,320.72,"Specialty Suite","2024-04","2024","04","28"
"3296",3326,4389,2024-04-18,343.12,"Premier","2024-04","2024","04","18"
"3297",3327,5573,2023-03-03,337.86,"Premier","2023-03","2023","03","03"
"3298",3328,4919,2022-08-23,419.27,"Suite","2022-08","2022","08","23"
"3299",3329,1345,2024-06-08,277.58,"Premier","2024-06","2024","06","08"
"3300",3330,2510,2023-11-09,306.82,"Premier","2023-11","2023","11","09"
"3301",3331,2786,2023-12-20,312.96,"Suite","2023-12","2023","12","20"
"3302",3332,4336,2024-03-18,488.76,"Suite","2024-03","2024","03","18"
"3303",3333,5384,2023-03-29,167.41,"Premier","2023-03","2023","03","29"
"3304",3334,1430,2022-08-30,352.55,"Premier","2022-08","2022","08","30"
"3305",3335,5987,2024-05-17,306.8,"Premier","2024-05","2024","05","17"
"3306",3336,7226,2024-05-31,400.59,"Suite","2024-05","2024","05","31"
"3307",3337,2570,2023-08-04,511.92,"Suite","2023-08","2023","08","04"
"3308",3338,5009,2023-09-19,355.75,"Premier","2023-09","2023","09","19"
"3309",3339,1017,2024-03-13,388.95,"Premier","2024-03","2024","03","13"
"3310",3340,4755,2022-04-10,416.13,"Suite","2022-04","2022","04","10"
"3311",3341,4810,2022-07-07,358.47,"Suite","2022-07","2022","07","07"
"3312",3342,2214,2023-05-07,430.25,"Specialty Suite","2023-05","2023","05","07"
"3313",3343,5862,2022-01-13,351.62,"Premier","2022-01","2022","01","13"
"3314",3344,179,2022-11-03,362.49,"Specialty Suite","2022-11","2022","11","03"
"3315",3345,5837,2024-02-07,336.55,"Standard","2024-02","2024","02","07"
"3316",3346,7690,2023-04-09,265.63,"Specialty Suite","2023-04","2023","04","09"
"3317",3347,6708,2023-11-22,181.49,"Specialty Suite","2023-11","2023","11","22"
"3318",3348,6996,2024-01-02,458.66,"Specialty Suite","2024-01","2024","01","02"
"3319",3349,4077,2022-10-03,407.28,"Specialty Suite","2022-10","2022","10","03"
"3320",3350,4028,2022-01-08,303.53,"Specialty Suite","2022-01","2022","01","08"
"3321",3351,426,2023-03-13,471.87,"Premier","2023-03","2023","03","13"
"3322",3352,3845,2023-04-04,413.33,"Suite","2023-04","2023","04","04"
"3323",3353,7210,2023-12-16,356.13,"Suite","2023-12","2023","12","16"
"3324",3354,7695,2023-12-31,275.45,"Standard","2023-12","2023","12","31"
"3325",3355,7296,2022-07-16,427.8,"Specialty Suite","2022-07","2022","07","16"
"3326",3356,4673,2020-06-06,502.99,"Specialty Suite","2020-06","0006","06","20"
"3327",3357,5562,2022-01-23,426.91,"Specialty Suite","2022-01","2022","01","23"
"3328",3358,115,2022-04-29,361.53,"Suite","2022-04","2022","04","29"
"3329",3359,387,2023-08-02,334.02,"Standard","2023-08","2023","08","02"
"3330",3360,2987,2020-07-21,214.76,"Specialty Suite","2020-07","0021","07","20"
"3331",3361,7542,2023-03-29,356.53,"Premier","2023-03","2023","03","29"
"3332",3362,7308,2023-01-28,451,"Specialty Suite","2023-01","2023","01","28"
"3333",3363,5296,2023-06-15,275.39,"Premier","2023-06","2023","06","15"
"3334",3364,555,2023-09-22,470.32,"Suite","2023-09","2023","09","22"
"3335",3365,5334,2024-01-05,492.51,"Suite","2024-01","2024","01","05"
"3336",3366,7310,2020-02-04,310.98,"Specialty Suite","2020-02","0004","02","20"
"3337",3367,5524,2022-11-24,196.27,"Premier","2022-11","2022","11","24"
"3338",3368,3660,2023-12-08,385.71,"Premier","2023-12","2023","12","08"
"3339",3369,5861,2022-07-18,256.59,"Specialty Suite","2022-07","2022","07","18"
"3340",3370,376,2023-01-13,271.93,"Premier","2023-01","2023","01","13"
"3341",3371,2427,2024-07-06,319.4,"Premier","2024-07","2024","07","06"
"3342",3372,2118,2022-01-29,351.44,"Premier","2022-01","2022","01","29"
"3343",3373,3305,2023-08-22,379.41,"Suite","2023-08","2023","08","22"
"3344",3374,5885,2023-11-15,201.81,"Specialty Suite","2023-11","2023","11","15"
"3345",3375,1950,2023-02-06,255.26,"Specialty Suite","2023-02","2023","02","06"
"3346",3376,4147,2022-08-23,529.98,"Specialty Suite","2022-08","2022","08","23"
"3347",3377,2022,2022-08-24,297.42,"Specialty Suite","2022-08","2022","08","24"
"3348",3378,4450,2023-08-08,222.8,"Specialty Suite","2023-08","2023","08","08"
"3349",3379,5899,2022-11-02,495.4,"Premier","2022-11","2022","11","02"
"3350",3380,6923,2022-05-22,419.01,"Specialty Suite","2022-05","2022","05","22"
"3351",3381,2045,2023-10-17,420.65,"Premier","2023-10","2023","10","17"
"3352",3382,7058,2023-09-03,291.94,"Premier","2023-09","2023","09","03"
"3353",3383,4172,2022-12-08,412.18,"Premier","2022-12","2022","12","08"
"3354",3384,3468,2023-11-20,382.77,"Suite","2023-11","2023","11","20"
"3355",3385,47,2024-07-02,372.94,"Premier","2024-07","2024","07","02"
"3356",3386,2573,2024-05-20,352,"Premier","2024-05","2024","05","20"
"3357",3387,6330,2023-04-25,365.05,"Premier","2023-04","2023","04","25"
"3358",3388,1326,2020-02-04,359.22,"Specialty Suite","2020-02","0004","02","20"
